Date,state,cases_new,cases_recovered,cases_active,cases_child,cases_adolescent,cases_adult,cases_elderly,population,cases_new_per_capita,cases_recovered_per_capita,cases_active_per_capita
2021-02-19,Kedah,36,239,893,0,3,29,2,2185100,1.647521852546794e-05,0.00010937714521074551,0.0004086769484234131
2021-02-20,Kedah,101,53,941,2,2,76,4,2185100,4.622214086311839e-05,2.4255182829161137e-05,0.00043064390645737035
2021-02-21,Kedah,15,77,879,1,0,14,0,2185100,6.864674385611643e-06,3.5238661846139766e-05,0.00040226991899684224
2021-02-22,Kedah,26,79,826,1,3,17,3,2185100,1.189876893506018e-05,3.615395176422132e-05,0.0003780147361676811
2021-02-23,Kedah,15,92,749,2,1,8,3,2185100,6.864674385611643e-06,4.2103336231751405e-05,0.00034277607432154137
2021-02-24,Kedah,17,187,579,1,1,14,0,2185100,7.779964303693196e-06,8.557960734062514e-05,0.0002649764312846094
2021-02-25,Kedah,29,9,599,1,1,25,1,2185100,1.3271703812182509e-05,4.118804631366985e-06,0.0002741293304654249
2021-02-26,Kedah,25,55,569,1,1,21,0,2185100,1.1441123976019405e-05,2.517047274724269e-05,0.00026039998169420165
2021-02-27,Kedah,17,65,521,1,0,14,2,2185100,7.779964303693196e-06,2.974692233765045e-05,0.0002384330236602444
2021-02-28,Kedah,13,73,461,0,1,10,2,2185100,5.94938446753009e-06,3.340808200997666e-05,0.0002109743261177978
2021-03-01,Kedah,16,45,432,1,1,13,1,2185100,7.322319344652419e-06,2.059402315683493e-05,0.0001977026223056153
2021-03-02,Kedah,11,64,379,0,0,10,1,2185100,5.034094549448538e-06,2.9289277378609675e-05,0.00017344743947645416
2021-03-03,Kedah,40,27,392,2,1,35,2,2185100,1.8305798361631045e-05,1.2356413894100957e-05,0.00017939682394398426
2021-03-04,Kedah,12,171,233,1,0,9,2,2185100,5.491739508489314e-06,7.825728799597273e-05,0.00010663127545650085
2021-03-05,Kedah,9,26,215,0,1,7,1,2185100,4.118804631366985e-06,1.189876893506018e-05,9.839366619376688e-05
2021-03-06,Kedah,11,45,181,0,0,8,3,2185100,5.034094549448538e-06,2.059402315683493e-05,8.283373758638048e-05
2021-03-07,Kedah,15,27,169,0,0,14,1,2185100,6.864674385611643e-06,1.2356413894100957e-05,7.734199807789117e-05
2021-03-08,Kedah,9,19,159,0,1,8,0,2185100,4.118804631366985e-06,8.695254221774747e-06,7.276554848748342e-05
2021-03-09,Kedah,25,21,163,1,0,21,3,2185100,1.1441123976019405e-05,9.6105441398563e-06,7.459612832364651e-05
2021-03-10,Kedah,20,17,166,1,1,16,0,2185100,9.152899180815523e-06,7.779964303693196e-06,7.596906320076884e-05
2021-03-11,Kedah,18,11,173,1,0,12,4,2185100,8.23760926273397e-06,5.034094549448538e-06,7.917257791405428e-05
2021-03-12,Kedah,23,36,160,1,3,17,2,2185100,1.0525834057937851e-05,1.647521852546794e-05,7.322319344652418e-05
2021-03-13,Kedah,13,12,161,0,0,10,3,2185100,5.94938446753009e-06,5.491739508489314e-06,7.368083840556496e-05
2021-03-14,Kedah,33,10,184,4,0,26,3,2185100,1.5102283648345614e-05,4.576449590407761e-06,8.420667246350281e-05
2021-03-15,Kedah,27,16,195,1,0,24,2,2185100,1.2356413894100957e-05,7.322319344652419e-06,8.924076701295135e-05
2021-03-16,Kedah,32,15,212,2,1,28,1,2185100,1.4644638689304837e-05,6.864674385611643e-06,9.702073131664455e-05
2021-03-17,Kedah,26,9,229,5,4,13,4,2185100,1.189876893506018e-05,4.118804631366985e-06,0.00010480069562033774
2021-03-18,Kedah,38,22,245,1,1,30,6,2185100,1.7390508443549495e-05,1.0068189098897076e-05,0.00011212301496499015
2021-03-19,Kedah,25,21,249,1,0,19,5,2185100,1.1441123976019405e-05,9.6105441398563e-06,0.00011395359480115326
2021-03-20,Kedah,46,18,276,3,1,32,8,2185100,2.1051668115875703e-05,8.23760926273397e-06,0.0001263100086952542
2021-03-21,Kedah,30,17,289,0,1,23,6,2185100,1.3729348771223285e-05,7.779964303693196e-06,0.0001322593931627843
2021-03-22,Kedah,27,40,276,1,1,20,4,2185100,1.2356413894100957e-05,1.8305798361631045e-05,0.0001263100086952542
2021-03-23,Kedah,51,31,296,3,3,31,13,2185100,2.3339892911079583e-05,1.418699373026406e-05,0.00013546290787606974
2021-03-24,Kedah,49,11,334,3,5,35,6,2185100,2.2424602992998033e-05,5.034094549448538e-06,0.00015285341631961924
2021-03-25,Kedah,44,25,353,13,3,23,4,2185100,2.0136378197794152e-05,1.1441123976019405e-05,0.000161548670541394
2021-03-26,Kedah,27,38,342,3,2,19,3,2185100,1.2356413894100957e-05,1.7390508443549495e-05,0.00015651457599194545
2021-03-27,Kedah,33,19,356,6,1,22,4,2185100,1.5102283648345614e-05,8.695254221774747e-06,0.00016292160541851633
2021-03-28,Kedah,23,2,376,3,2,15,3,2185100,1.0525834057937851e-05,9.152899180815523e-07,0.00017207450459933183
2021-03-29,Kedah,13,65,324,6,0,7,0,2185100,5.94938446753009e-06,2.974692233765045e-05,0.00014827696672921147
2021-03-30,Kedah,41,32,333,1,2,32,6,2185100,1.8763443320671822e-05,1.4644638689304837e-05,0.00015239577136057846
2021-03-31,Kedah,37,27,343,4,3,29,1,2185100,1.6932863484508718e-05,1.2356413894100957e-05,0.00015697222095098623
2021-04-01,Kedah,32,61,314,1,2,29,0,2185100,1.4644638689304837e-05,2.7916342501487348e-05,0.00014370051713880373
2021-04-02,Kedah,21,49,286,4,0,12,5,2185100,9.6105441398563e-06,2.2424602992998033e-05,0.00013088645828566198
2021-04-03,Kedah,20,37,269,1,1,16,2,2185100,9.152899180815523e-06,1.6932863484508718e-05,0.0001231064939819688
2021-04-04,Kedah,32,33,268,2,1,29,0,2185100,1.4644638689304837e-05,1.5102283648345614e-05,0.00012264884902292802
2021-04-05,Kedah,34,30,272,8,4,20,2,2185100,1.555992860738639e-05,1.3729348771223285e-05,0.00012447942885909113
2021-04-06,Kedah,27,32,267,2,2,20,3,2185100,1.2356413894100957e-05,1.4644638689304837e-05,0.00012219120406388724
2021-04-07,Kedah,35,22,280,1,2,26,6,2185100,1.6017573566427164e-05,1.0068189098897076e-05,0.00012814058853141732
2021-04-08,Kedah,31,27,284,1,1,25,4,2185100,1.418699373026406e-05,1.2356413894100957e-05,0.00012997116836758042
2021-04-09,Kedah,40,30,294,3,3,30,4,2185100,1.8305798361631045e-05,1.3729348771223285e-05,0.0001345476179579882
2021-04-10,Kedah,59,23,330,6,0,49,4,2185100,2.7001052583405794e-05,1.0525834057937851e-05,0.00015102283648345613
2021-04-11,Kedah,40,28,342,3,3,30,4,2185100,1.8305798361631045e-05,1.2814058853141732e-05,0.00015651457599194545
2021-04-12,Kedah,47,27,362,2,6,30,9,2185100,2.150931307491648e-05,1.2356413894100957e-05,0.00016566747517276096
2021-04-13,Kedah,39,30,371,5,4,25,4,2185100,1.784815340259027e-05,1.3729348771223285e-05,0.00016978627980412795
2021-04-14,Kedah,53,35,389,3,23,23,4,2185100,2.4255182829161137e-05,1.6017573566427164e-05,0.00017802388906686193
2021-04-15,Kedah,26,13,402,3,0,21,2,2185100,1.189876893506018e-05,5.94938446753009e-06,0.00018397327353439203
2021-04-16,Kedah,35,50,387,4,4,23,4,2185100,1.6017573566427164e-05,2.288224795203881e-05,0.00017710859914878038
2021-04-17,Kedah,45,29,403,4,10,26,5,2185100,2.059402315683493e-05,1.3271703812182509e-05,0.0001844309184934328
2021-04-18,Kedah,30,38,395,3,1,22,4,2185100,1.3729348771223285e-05,1.7390508443549495e-05,0.0001807697588211066
2021-04-19,Kedah,48,55,388,4,14,22,8,2185100,2.1966958033957256e-05,2.517047274724269e-05,0.00017756624410782116
2021-04-20,Kedah,44,53,379,4,9,23,8,2185100,2.0136378197794152e-05,2.4255182829161137e-05,0.00017344743947645416
2021-04-21,Kedah,55,27,407,2,21,30,2,2185100,2.517047274724269e-05,1.2356413894100957e-05,0.0001862614983295959
2021-04-22,Kedah,91,49,449,10,32,32,17,2185100,4.164569127271063e-05,2.2424602992998033e-05,0.0002054825866093085
2021-04-23,Kedah,44,33,460,1,3,26,14,2185100,2.0136378197794152e-05,1.5102283648345614e-05,0.00021051668115875703
2021-04-24,Kedah,34,44,450,5,0,22,7,2185100,1.555992860738639e-05,2.0136378197794152e-05,0.00020594023156834926
2021-04-25,Kedah,76,54,472,3,15,41,17,2185100,3.478101688709899e-05,2.4712827788201914e-05,0.00021600842066724635
2021-04-26,Kedah,39,31,480,5,6,22,6,2185100,1.784815340259027e-05,1.418699373026406e-05,0.00021966958033957257
2021-04-27,Kedah,51,40,491,6,21,22,2,2185100,2.3339892911079583e-05,1.8305798361631045e-05,0.00022470367488902109
2021-04-28,Kedah,120,34,577,8,23,65,24,2185100,5.491739508489314e-05,1.555992860738639e-05,0.00026406114136652786
2021-04-29,Kedah,105,75,607,10,22,56,16,2185100,4.80527206992815e-05,3.432337192805821e-05,0.0002777904901377511
2021-04-30,Kedah,136,43,700,9,18,71,38,2185100,6.223971442954556e-05,1.9678733238753375e-05,0.00032035147132854333
2021-05-01,Kedah,111,51,760,4,14,77,16,2185100,5.079859045352616e-05,2.3339892911079583e-05,0.0003478101688709899
2021-05-02,Kedah,101,62,799,13,14,62,12,2185100,4.622214086311839e-05,2.837398746052812e-05,0.00036565832227358015
2021-05-03,Kedah,103,72,829,8,11,72,12,2185100,4.713743078119994e-05,3.295043705093588e-05,0.00037938767104480346
2021-05-04,Kedah,155,67,916,16,35,83,21,2185100,7.093496865132031e-05,3.0662212255732005e-05,0.00041920278248135096
2021-05-05,Kedah,124,81,959,10,6,82,26,2185100,5.674797492105624e-05,3.706924168230287e-05,0.00043888151572010433
2021-05-06,Kedah,112,131,939,8,6,78,20,2185100,5.125623541256693e-05,5.995148963434168e-05,0.0004297286165392888
2021-05-07,Kedah,209,77,1070,35,32,104,37,2185100,9.564779643952222e-05,3.5238661846139766e-05,0.0004896801061736305
2021-05-08,Kedah,183,102,1149,19,13,120,30,2185100,8.374902750446203e-05,4.6679785822159166e-05,0.0005258340579378518
2021-05-09,Kedah,176,103,1222,14,7,124,31,2185100,8.054551279117661e-05,4.713743078119994e-05,0.0005592421399478284
2021-05-10,Kedah,224,106,1339,17,7,137,60,2185100,0.00010251247082513386,4.8510365658322273e-05,0.0006127866001555993
2021-05-11,Kedah,174,54,1458,16,7,125,26,2185100,7.963022287309506e-05,2.4712827788201914e-05,0.0006672463502814517
2021-05-12,Kedah,226,227,1455,19,19,144,41,2185100,0.00010342776074321541,0.00010388540570225619,0.0006658734154043293
2021-05-13,Kedah,193,95,1553,13,10,121,44,2185100,8.83254770948698e-05,4.3476271108873735e-05,0.0007107226213903254
2021-05-14,Kedah,228,138,1640,10,10,143,57,2185100,0.00010434305066129696,6.31550043476271e-05,0.0007505377328268729
2021-05-15,Kedah,239,126,1750,11,7,135,85,2185100,0.00010937714521074551,5.7663264839137796e-05,0.0008008786783213583
2021-05-16,Kedah,363,144,1964,36,43,218,60,2185100,0.00016612512013180174,6.590087410187176e-05,0.0008988146995560843
2021-05-17,Kedah,236,174,2023,30,14,148,44,2185100,0.00010800421033362318,7.963022287309506e-05,0.0009258157521394902
2021-05-18,Kedah,244,204,2062,22,13,167,41,2185100,0.00011166537000594939,9.335957164431833e-05,0.0009436639055420804
2021-05-19,Kedah,445,80,2425,61,31,273,80,2185100,0.0002036520067731454,3.661159672326209e-05,0.0011097890256738822
2021-05-20,Kedah,417,323,2516,36,22,248,93,2185100,0.00019083794792000366,0.0001478193217701707,0.0011514347169465928
2021-05-21,Kedah,434,170,2776,41,43,296,51,2185100,0.00019861791222369686,7.779964303693195e-05,0.0012704224062971947
2021-05-22,Kedah,301,217,2856,17,12,207,64,2185100,0.00013775113267127363,9.930895611184843e-05,0.0013070340030204568
2021-05-23,Kedah,422,208,3066,37,31,266,84,2185100,0.00019312617271520754,9.519015148048144e-05,0.0014031394444190197
2021-05-24,Kedah,348,200,3210,43,27,225,50,2185100,0.0001592604457461901,9.152899180815524e-05,0.0014690403185208915
2021-05-25,Kedah,336,88,3452,36,25,210,64,2185100,0.0001537687062377008,4.0272756395588305e-05,0.0015797903986087593
2021-05-26,Kedah,542,433,3553,60,42,367,71,2185100,0.0002480435678001007,0.00019816026726465609,0.0016260125394718778
2021-05-27,Kedah,441,327,3665,73,31,282,55,2185100,0.0002018214269369823,0.0001496499016063338,0.0016772687748844446
2021-05-28,Kedah,544,373,3831,81,43,333,72,2185100,0.00024895885771818226,0.0001707015697222095,0.0017532378380852136
2021-05-29,Kedah,468,422,3869,68,42,298,57,2185100,0.00021417784083108325,0.00019312617271520754,0.001770628346528763
2021-05-30,Kedah,422,332,3946,68,41,253,60,2185100,0.00019312617271520754,0.00015193812640153768,0.0018058670083749028
2021-05-31,Kedah,464,382,4022,72,40,276,50,2185100,0.00021234726099492014,0.0001748203743535765,0.0018406480252620018
2021-06-01,Kedah,236,432,3823,37,20,147,31,2185100,0.00010800421033362318,0.0001977026223056153,0.0017495766784128874
2021-06-02,Kedah,283,456,3640,36,26,185,33,2185100,0.00012951352340853965,0.00020868610132259392,0.0016658276509084252
2021-06-03,Kedah,373,461,3548,42,31,216,36,2185100,0.0001707015697222095,0.0002109743261177978,0.0016237243146766738
2021-06-04,Kedah,263,426,3381,40,17,169,34,2185100,0.00012036062422772414,0.00019495675255137065,0.0015472976065168643
2021-06-05,Kedah,263,402,3237,34,13,153,28,2185100,0.00012036062422772414,0.00018397327353439203,0.0014813967324149924
2021-06-06,Kedah,125,72,3284,16,12,77,19,2185100,5.720561988009702e-05,3.295043705093588e-05,0.001502906045489909
2021-06-07,Kedah,194,532,2941,35,20,119,19,2185100,8.878312205391058e-05,0.0002434671182096929,0.0013459338245389227
2021-06-08,Kedah,148,319,2766,23,10,95,15,2185100,6.773145393803487e-05,0.00014598874193400758,0.001265845956706787
2021-06-09,Kedah,135,399,2497,20,13,79,16,2185100,6.178206947050479e-05,0.0001826003386572697,0.0011427394627248181
2021-06-10,Kedah,309,138,2664,36,33,196,34,2185100,0.00014141229234359984,6.31550043476271e-05,0.0012191661708846277
2021-06-11,Kedah,161,583,2241,23,14,99,19,2185100,7.368083840556496e-05,0.0002668070111207725,0.0010255823532103795
2021-06-12,Kedah,171,263,2147,20,12,120,16,2185100,7.825728799597273e-05,0.00012036062422772414,0.0009825637270605464
2021-06-13,Kedah,301,305,2137,17,11,109,28,2185100,0.00013775113267127363,0.00013958171250743674,0.0009779872774701387
2021-06-14,Kedah,199,204,2132,23,13,126,20,2185100,9.107134684911446e-05,9.335957164431833e-05,0.0009756990526749347
2021-06-15,Kedah,252,359,2022,31,17,168,35,2185100,0.00011532652967827559,0.00016429454029563866,0.0009253581071804495
2021-06-16,Kedah,228,213,2031,41,17,140,19,2185100,0.00010434305066129696,9.747837627568532e-05,0.0009294769118118164
2021-06-17,Kedah,197,258,1968,19,13,142,20,2185100,9.015605693103291e-05,0.00011807239943252025,0.0009006452793922474
2021-06-18,Kedah,159,166,1960,28,8,107,16,2185100,7.276554848748342e-05,7.596906320076884e-05,0.0008969841197199212
2021-06-19,Kedah,204,196,1967,25,14,117,33,2185100,9.335957164431833e-05,8.969841197199213e-05,0.0009001876344332067
2021-06-20,Kedah,170,153,1983,24,17,98,17,2185100,7.779964303693195e-05,7.001967873323876e-05,0.0009075099537778591
2021-06-21,Kedah,182,175,1987,23,12,124,20,2185100,8.329138254542126e-05,8.008786783213583e-05,0.0009093405336140222
2021-06-22,Kedah,142,179,1950,17,11,103,10,2185100,6.498558418379021e-05,8.191844766829894e-05,0.0008924076701295135
2021-06-23,Kedah,189,197,1941,17,6,117,19,2185100,8.64948972587067e-05,9.015605693103291e-05,0.0008882888654981466
2021-06-24,Kedah,271,243,1963,35,22,178,20,2185100,0.00012402178390005035,0.00011120772504690861,0.0008983570545970436
2021-06-25,Kedah,186,222,1924,20,9,126,22,2185100,8.512196238158436e-05,0.00010159718090705232,0.0008805089011944534
2021-06-26,Kedah,186,190,1919,17,11,131,23,2185100,8.512196238158436e-05,8.695254221774747e-05,0.0008782206763992494
2021-06-27,Kedah,129,217,1830,11,10,83,20,2185100,5.9036199716260126e-05,9.930895611184843e-05,0.0008374902750446204
2021-06-28,Kedah,194,175,1847,21,18,127,19,2185100,8.878312205391058e-05,8.008786783213583e-05,0.0008452702393483136
2021-06-29,Kedah,284,209,1915,36,27,118,30,2185100,0.00012997116836758042,9.564779643952222e-05,0.0008763900965630863
2021-06-30,Kedah,226,169,1970,37,15,133,21,2185100,0.00010342776074321541,7.734199807789117e-05,0.0009015605693103291
2021-07-01,Kedah,250,186,2034,26,21,172,20,2185100,0.00011441123976019404,8.512196238158436e-05,0.0009308498466889388
2021-07-02,Kedah,257,201,2089,20,10,127,33,2185100,0.00011761475447347948,9.198663676719602e-05,0.0009560203194361814
2021-07-03,Kedah,145,226,2003,16,6,83,21,2185100,6.635851906091254e-05,0.00010342776074321541,0.0009166628529586747
2021-07-04,Kedah,332,168,2165,31,20,189,24,2185100,0.00015193812640153768,7.68843531188504e-05,0.0009908013363232803
2021-07-05,Kedah,273,170,2264,25,14,153,29,2185100,0.0001249370738181319,7.779964303693195e-05,0.0010361081872683172
2021-07-06,Kedah,337,148,2451,62,27,216,30,2185100,0.00015422635119674157,6.773145393803487e-05,0.0011216877946089423
2021-07-07,Kedah,198,180,2468,26,17,133,13,2185100,9.061370189007369e-05,8.237609262733972e-05,0.0011294677589126355
2021-07-08,Kedah,360,206,2622,39,31,233,31,2185100,0.00016475218525467943,9.427486156239989e-05,0.001199945082604915
2021-07-09,Kedah,417,222,2816,46,32,260,52,2185100,0.00019083794792000366,0.00010159718090705232,0.0012887282046588257
2021-07-10,Kedah,364,234,2941,39,22,224,39,2185100,0.0001665827650908425,0.00010708892041554162,0.0013459338245389227
2021-07-11,Kedah,382,283,3039,57,28,240,34,2185100,0.0001748203743535765,0.00012951352340853965,0.0013907830305249188
2021-07-12,Kedah,415,154,3297,65,32,266,44,2185100,0.0001899226580019221,7.047732369227953e-05,0.001508855429957439
2021-07-13,Kedah,497,262,3525,75,42,306,47,2185100,0.00022744954464326575,0.00011990297926868336,0.001613198480618736
2021-07-14,Kedah,504,121,3903,64,47,303,37,2185100,0.00023065305935655118,5.537504004393392e-05,0.0017861882751361493
2021-07-15,Kedah,695,262,4332,101,61,472,54,2185100,0.0003180632465333394,0.00011990297926868336,0.001982517962564642
2021-07-16,Kedah,458,400,4386,56,47,295,44,2185100,0.00020960139124067548,0.00018305798361631048,0.0020072307903528444
2021-07-17,Kedah,701,323,4757,110,70,454,55,2185100,0.0003208091162875841,0.0001478193217701707,0.002177017070156972
2021-07-18,Kedah,696,320,5125,100,64,445,51,2185100,0.0003185208914923802,0.00014644638689304836,0.002345430415083978
2021-07-19,Kedah,705,415,5401,94,48,470,68,2185100,0.0003226396961237472,0.0001899226580019221,0.0024717404237792322
2021-07-20,Kedah,701,338,5756,100,73,441,69,2185100,0.0003208091162875841,0.00015468399615578234,0.0026342043842387075
2021-07-21,Kedah,800,310,6234,128,57,518,48,2185100,0.00036611596723262096,0.00014186993730264062,0.0028529586746601984
2021-07-22,Kedah,701,303,6628,117,57,444,61,2185100,0.0003208091162875841,0.00013866642258935518,0.003033270788522264
2021-07-23,Kedah,937,633,6926,133,86,595,91,2185100,0.00042881332662120724,0.0002896892590728113,0.003169648986316416
2021-07-24,Kedah,867,478,7298,99,70,534,74,2185100,0.0003967781794883529,0.00021875429042149101,0.0033398929110795843
2021-07-25,Kedah,1216,602,7908,138,79,566,65,2185100,0.0005564962701935838,0.00027550226534254726,0.003619056336094458
2021-07-26,Kedah,1160,593,8456,168,89,763,96,2185100,0.0005308681524873003,0.0002713834607111803,0.0038698457736488032
2021-07-27,Kedah,1000,501,8940,118,71,711,81,2185100,0.00045764495904077615,0.00022928012447942885,0.004091345933824539
2021-07-28,Kedah,1112,504,9538,172,105,717,102,2185100,0.000508901194453343,0.00023065305935655118,0.004365017619330923
2021-07-29,Kedah,1212,711,10022,188,91,811,97,2185100,0.0005546656903574207,0.00032538556587799185,0.004586517779506659
2021-07-30,Kedah,1281,133,11158,195,120,835,104,2185100,0.0005862431925312343,6.086677955242323e-05,0.00510640245297698
2021-07-31,Kedah,1389,1042,11487,230,144,874,104,2185100,0.0006356688481076381,0.0004768660473204888,0.005256967644501396
2021-08-01,Kedah,1511,633,12355,242,135,931,130,2185100,0.0006915015331106128,0.0002896892590728113,0.0056542034689487895
2021-08-02,Kedah,1108,724,12733,189,95,725,86,2185100,0.0005070706146171799,0.0003313349503455219,0.005827193263466203
2021-08-03,Kedah,1036,292,13464,154,98,678,96,2185100,0.0004741201775662441,0.00013363232803990664,0.0061617317285250104
2021-08-04,Kedah,1371,2015,12812,204,124,910,109,2185100,0.0006274312388449042,0.000922154592467164,0.005863347215230424
2021-08-05,Kedah,1446,1085,13155,210,157,937,128,2185100,0.0006617546107729623,0.0004965447805592422,0.00602031943618141
2021-08-06,Kedah,1371,1448,13056,200,124,902,105,2185100,0.0006274312388449042,0.0006626699006910438,0.005975012585236373
2021-08-07,Kedah,1514,1233,13320,240,128,985,124,2185100,0.0006928744679877352,0.000564276234497277,0.006095830854423138
2021-08-08,Kedah,1610,1356,13567,276,162,1024,119,2185100,0.0007368083840556496,0.0006205665644592925,0.00620886915930621
2021-08-09,Kedah,1328,1215,13660,184,113,831,112,2185100,0.0006077525056061507,0.0005560386252345431,0.006251430140497003
2021-08-10,Kedah,1830,968,14519,279,158,1135,155,2185100,0.0008374902750446204,0.00044300032035147135,0.006644547160313029
2021-08-11,Kedah,1534,1015,15017,225,126,949,160,2185100,0.0007020273671685506,0.00046450963342638783,0.0068724543499153355
2021-08-12,Kedah,2143,1517,15624,355,201,1371,159,2185100,0.0009807331472243834,0.0006942474028648574,0.007150244840053087
2021-08-13,Kedah,1807,1348,16070,269,189,1147,129,2185100,0.0008269644409866825,0.0006169054047869663,0.007354354491785273
2021-08-14,Kedah,1796,1202,16650,299,159,1147,134,2185100,0.000821930346437234,0.0005500892407670129,0.007619788568028923
2021-08-15,Kedah,1596,1457,16774,272,130,1016,95,2185100,0.0007304013546290788,0.0006667887053224109,0.0076765365429499795
2021-08-16,Kedah,1592,1354,16991,222,136,1066,113,2185100,0.0007285707747929157,0.000619651274541211,0.007775845499061827
2021-08-17,Kedah,1863,1287,17558,305,185,1105,165,2185100,0.000852592558692966,0.0005889890622854789,0.008035330190837948
2021-08-18,Kedah,1852,1269,18128,283,161,1193,134,2185100,0.0008475584641435174,0.000580751453022745,0.008296187817491191
2021-08-19,Kedah,2137,1623,18641,318,218,1344,161,2185100,0.0009779872774701387,0.0007427577685231797,0.008530959681479109
2021-08-20,Kedah,1932,1455,19109,319,202,1225,147,2185100,0.0008841700608667796,0.0006658734154043293,0.008745137522310192
2021-08-21,Kedah,1880,1780,19186,312,181,1005,156,2185100,0.0008603725229966592,0.0008146080270925816,0.008780376184156332
2021-08-22,Kedah,1948,1891,19232,370,182,1185,115,2185100,0.000891492380211432,0.0008654066175461078,0.008801427852272206
2021-08-23,Kedah,1602,2084,18741,297,145,1013,114,2185100,0.0007331472243833234,0.0009537320946409776,0.008576724177383185
2021-08-24,Kedah,1772,1648,18833,308,169,1089,131,2185100,0.0008109468674202554,0.0007541988924991991,0.008618827513614938
2021-08-25,Kedah,2279,1813,19280,398,232,1303,177,2185100,0.0010429728616539288,0.0008297103107409272,0.008823394810306164
2021-08-26,Kedah,1538,2142,18662,255,127,983,115,2185100,0.0007038579470047137,0.0009802755022653425,0.008540570225618965
2021-08-27,Kedah,2072,2123,18591,348,220,1283,169,2185100,0.0009482403551324882,0.0009715802480435678,0.00850807743352707
2021-08-28,Kedah,2162,1867,18868,388,222,1302,179,2185100,0.000989428401446158,0.0008544231385291291,0.008634845087181365
2021-08-29,Kedah,1755,1940,18678,326,184,1074,136,2185100,0.0008031669031165621,0.0008878312205391058,0.008547892544963617
2021-08-30,Kedah,2084,1913,18813,424,238,1208,154,2185100,0.0009537320946409776,0.0008754748066450048,0.008609674614434123
2021-08-31,Kedah,1942,1870,18874,360,181,1150,168,2185100,0.0008887465104571873,0.0008557960734062514,0.00863759095693561
2021-09-01,Kedah,1585,1567,18870,299,183,936,146,2185100,0.0007253672600796302,0.0007171296508168963,0.008635760377099446
2021-09-02,Kedah,2455,2296,19013,495,283,1400,235,2185100,0.0011235183744451056,0.001050752825957622,0.008701203606242278
2021-09-03,Kedah,1470,2408,18054,278,152,894,128,2185100,0.000672738089789941,0.001102009061370189,0.008262322090522172
2021-09-04,Kedah,1329,1857,17506,266,149,756,127,2185100,0.0006082101505651915,0.0008498466889387213,0.008011532652967827
2021-09-05,Kedah,1587,1793,17281,297,183,946,129,2185100,0.0007262825499977117,0.0008205574115601117,0.007908562537183653
2021-09-06,Kedah,1599,1939,16927,321,180,897,157,2185100,0.000731774289506201,0.000887373575580065,0.007746556221683219
2021-09-07,Kedah,1487,1787,16585,269,147,882,117,2185100,0.0006805180540936342,0.000817811541805867,0.007590041645691273
2021-09-08,Kedah,1564,1912,16186,300,144,917,142,2185100,0.000715756715939774,0.0008750171616859641,0.007407441307034003
2021-09-09,Kedah,1355,1933,15564,242,155,783,116,2185100,0.0006201089195002517,0.0008846277058258203,0.00712278614251064
2021-09-10,Kedah,1808,2200,15089,370,198,1024,171,2185100,0.0008274220859457233,0.0010068189098897077,0.006905404786966271
2021-09-11,Kedah,1390,1603,14827,317,162,721,103,2185100,0.0006361264930666788,0.0007336048693423642,0.006785501807697588
2021-09-12,Kedah,1256,1845,14204,241,150,707,129,2185100,0.0005748020685552149,0.000844354949430232,0.006500388998215184
2021-09-13,Kedah,1191,1989,13352,234,168,626,107,2185100,0.0005450551462175644,0.0009102558235321038,0.006110475493112443
2021-09-14,Kedah,1207,1568,12938,228,151,682,114,2185100,0.0005523774655622169,0.000717587295775937,0.005921010480069562
2021-09-15,Kedah,1178,1411,12626,279,136,635,99,2185100,0.0005391057617500344,0.0006457370372065351,0.00577822525284884
2021-09-16,Kedah,1233,1621,12156,297,145,633,120,2185100,0.000564276234497277,0.0007418424786050982,0.005563132122099675
2021-09-17,Kedah,1173,1650,11631,247,143,683,78,2185100,0.0005368175369548304,0.0007551141824172807,0.005322868518603268
2021-09-18,Kedah,1073,1370,11310,229,143,564,89,2185100,0.0004910530410507528,0.0006269735938858633,0.005175964486751178
2021-09-19,Kedah,809,1449,10646,143,91,451,82,2185100,0.0003702347718639879,0.0006631275456500847,0.004872088233948103
2021-09-20,Kedah,967,1551,10056,210,108,551,80,2185100,0.00044254267539243055,0.0007098073314722439,0.004602077708114045
2021-09-21,Kedah,786,1380,9455,155,100,433,88,2185100,0.0003597089378060501,0.0006315500434762711,0.004327033087730539
2021-09-22,Kedah,1007,1216,9232,213,106,555,95,2185100,0.0004608484737540616,0.0005564962701935838,0.004224978261864446
2021-09-23,Kedah,783,1290,8724,177,85,449,66,2185100,0.0003583360029289277,0.0005903619971626013,0.003992494622671731
2021-09-24,Kedah,908,1222,8405,185,111,479,102,2185100,0.00041554162280902474,0.0005592421399478284,0.0038465058807377237
2021-09-25,Kedah,708,1053,8045,151,85,368,74,2185100,0.00032401263100086954,0.0004819001418699373,0.0036817536954830443
2021-09-26,Kedah,721,1085,7656,162,84,374,66,2185100,0.0003299620154683996,0.0004965447805592422,0.0035037298064161822
2021-09-27,Kedah,660,1004,7267,131,85,357,69,2185100,0.00030204567296691226,0.00045947553887693926,0.00332570591734932
2021-09-28,Kedah,819,888,7178,194,95,440,86,2185100,0.0003748112214543957,0.00040638872362820926,0.0032849755159946913
2021-09-29,Kedah,652,1081,6737,134,79,342,84,2185100,0.00029838451329458604,0.000494714200723079,0.003083154089057709
